endpoint,target_power,gender,block_id,block_size,unit_in_block,assignment,stratum_target_n,scheduled_n,top_up_n,top_up_required,analysis_mode,design_mode
heavy_drinking_30d,0.8,Woman,23,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,4,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,5,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,6,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,7,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,23,8,8,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,4,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,5,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,6,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,7,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,24,8,8,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,3,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,4,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,5,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,6,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,7,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,25,8,8,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,1,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,2,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,4,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,5,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,6,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,7,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,26,8,8,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,1,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,4,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,5,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,6,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,7,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,27,8,8,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,2,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,4,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,5,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,6,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,7,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,28,8,8,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,3,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,4,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,5,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,6,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,7,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,29,8,8,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,4,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,5,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,6,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,7,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,30,8,8,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,1,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,3,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,4,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,5,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,6,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,7,Control,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,31,8,8,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,8,1,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,8,2,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
heavy_drinking_30d,0.8,Woman,32,8,3,Treatment,5911,5910,1,TRUE,observational,prospective_trial_planning
