model,term,log_odds,se,or,or_lower95,or_upper95,p_value,significant
weighted_interaction_gender,(Intercept),0.4862092252616485,0.05054204589308148,1.626140190228287,1.4727673097334515,1.7954852072010434,7.280581059835778e-22,*
weighted_interaction_gender,cannabis_any_use,1.168920191374713,0.047695524462919484,3.218515380811113,2.9312633541055977,3.5339169515454354,7.059251862254424e-131,*
weighted_interaction_gender,genderMale,-0.45020446315948337,0.051242791963021395,0.6374977934824898,0.5765783473458783,0.7048537957864893,1.6658810527866463e-18,*
weighted_interaction_gender,genderNon-binary,-0.6387347054165723,0.16823187532817657,0.5279600265589287,0.37965916398765376,0.7341895470569205,1.470000758485381e-4,*
weighted_interaction_gender,age_group.L,-0.49497307800094603,0.0384935049130939,0.6095873183846076,0.5652861953691147,0.6573602925022703,1.0539266036076704e-37,*
weighted_interaction_gender,age_group.Q,-0.1289221699805566,0.03723478395434427,0.8790423787686785,0.817172520229329,0.9455965350553445,5.363795269753928e-4,*
weighted_interaction_gender,age_group.C,-0.0020632667746564495,0.036580071642114534,0.9979388602970782,0.9288919483324771,1.0721182056522431,0.9550203894686189,
weighted_interaction_gender,province_regionQuebec,-0.2758297572463485,0.045715413107733936,0.7589421241608886,0.6938945481180779,0.8300874381964831,1.6289736120317677e-9,*
weighted_interaction_gender,province_regionOntario,-0.3274900111586386,0.04489100403293989,0.7207304905021188,0.6600236373783891,0.7870209648895113,3.083222311811575e-13,*
weighted_interaction_gender,province_regionWestern,-0.4717038609080595,0.050832485455852366,0.623938258070443,0.5647685859897108,0.6893070180271519,1.855236941719917e-20,*
weighted_interaction_gender,mental_health.L,0.31563666140989094,0.07002853867923566,1.3711319799496853,1.1952742460152266,1.5728632259150963,6.601124880007027e-6,*
weighted_interaction_gender,mental_health.Q,0.04577891008465098,0.05612602301258842,1.0468429389530602,0.937787257499752,1.1685807522674412,0.41471208373174795,
weighted_interaction_gender,mental_health.C,0.07905431462706261,0.045116957889592656,1.0822631031907963,0.9906656475493233,1.182329706723636,0.07975198098440078,
weighted_interaction_gender,mental_health^4,-0.0083819922703249,0.035417192053232245,0.9916530386821656,0.9251473527716275,1.0629395913867126,0.8129192884450971,
weighted_interaction_gender,physical_health.L,-0.336081944812716,0.09142063112542083,0.7145645485587532,0.5973374973320758,0.8547973236863736,2.3728550888314512e-4,*
weighted_interaction_gender,physical_health.Q,-0.061503981945411734,0.07544823361008135,0.940349201312786,0.8110804880722202,1.090220555682827,0.41497746921453693,
weighted_interaction_gender,physical_health.C,0.06007995225014421,0.056669554959058156,1.0619214461604536,0.9502820156263608,1.1866763121600505,0.28907423403699334,
weighted_interaction_gender,physical_health^4,0.025026215394380838,0.03908842994078559,1.0253419999170035,0.9497182300252769,1.1069875080378515,0.5220193121443608,
weighted_interaction_gender,cannabis_any_use:genderMale,0.08053716969548928,0.07507074524476458,1.0838691329791539,0.9355628725017056,1.2556850340625727,0.2833650773806964,
weighted_interaction_gender,cannabis_any_use:genderNon-binary,-0.2895969235353487,0.20989375977699995,0.748565235805609,0.4960870345749979,1.129539522710493,0.16768359067822944,
weighted_interaction_age,(Intercept),0.4626024355260675,0.04894559985944381,1.5882018042710195,1.4429152042704632,1.7481172584670615,3.670456996223394e-21,*
weighted_interaction_age,cannabis_any_use,1.2115478471590102,0.03846855694339726,3.3586793535056794,3.114743138189094,3.6217198334447325,5.8096835789461606e-213,*
weighted_interaction_age,age_group.L,-0.34080248818433795,0.0500352011812642,0.7111993646128556,0.6447613009953383,0.7844833978790339,9.926127810417791e-12,*
weighted_interaction_age,age_group.Q,-0.14192015732047655,0.04938305602391675,0.8676905324573961,0.7876397024738654,0.9558772339071889,0.00405874788481584,*
weighted_interaction_age,age_group.C,0.01702814002241371,0.04922886113676017,1.0171739452201316,0.923611275325103,1.12021459944878,0.729423073373217,
weighted_interaction_age,genderMale,-0.40904986819492556,0.03793229722157753,0.6642811049965943,0.6166831511949622,0.7155528501150676,4.807971545769677e-27,*
weighted_interaction_age,genderNon-binary,-0.8354872042197546,0.10667296358270612,0.4336631474403797,0.3518416933326095,0.5345123361207583,5.010080967346318e-15,*
weighted_interaction_age,province_regionQuebec,-0.26815215264950154,0.04573760212312498,0.7647914072108674,0.6992120885428207,0.8365214305183718,4.615589142932931e-9,*
weighted_interaction_age,province_regionOntario,-0.328514598126373,0.04494135367517618,0.7199924176088032,0.6592826648136393,0.7862926011572036,2.766288822657853e-13,*
weighted_interaction_age,province_regionWestern,-0.4679025838246768,0.050734176056240206,0.626314533852255,0.5670287655316765,0.6917989335986408,3.1542593501604213e-20,*
weighted_interaction_age,mental_health.L,0.3277110868690354,0.06989706592028228,1.3877879641980988,1.2101057770887338,1.5915595727561576,2.768998354865216e-6,*
weighted_interaction_age,mental_health.Q,0.03272291801278295,0.05602166230361423,1.0332642006754647,0.925812454419696,1.1531870232472796,0.5591510711778342,
weighted_interaction_age,mental_health.C,0.08114899140948224,0.04504339865878637,1.0845324705513104,0.9928860919413761,1.1846380861074413,0.07162630391973963,
weighted_interaction_age,mental_health^4,-0.007099607853691465,0.035352834062015254,0.9929255348259053,0.9264513692534759,1.064169313607619,0.8408400467942534,
weighted_interaction_age,physical_health.L,-0.3310003813797509,0.09142271052834369,0.718204895131714,0.6003781838192376,0.8591555877494367,2.946426394470799e-4,*
weighted_interaction_age,physical_health.Q,-0.05661906972856985,0.07542879469039492,0.944953962384479,0.8150832931390862,1.095517474768994,0.45288380536731965,
weighted_interaction_age,physical_health.C,0.057746006296562506,0.056706290427912094,1.0594458689536366,0.9479984324127142,1.1839951532264499,0.3085299919259036,
weighted_interaction_age,physical_health^4,0.025617176861676763,0.03909716740421035,1.0259481166079192,0.9502633681822352,1.107660858257436,0.512334147779117,
weighted_interaction_age,cannabis_any_use:age_group.L,-0.3626946076334819,0.07793633133713436,0.6957988927262011,0.5972285176769506,0.810637946429885,3.278946529707212e-6,*
weighted_interaction_age,cannabis_any_use:age_group.Q,0.02767945936084103,0.07535674683734037,1.0280660946377143,0.8868980664776367,1.1917039115230637,0.7133896397712174,
weighted_interaction_age,cannabis_any_use:age_group.C,-0.05409935598709279,0.0728676511053504,0.9473379781258398,0.8212520359370854,1.0927817594698859,0.45783294361375493,
